TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
6723,0.9,0.1,19.22,12.16,832,26,8,0,-3.12
6724,0.9,0.1,19.22,12.16,832,26,8,0,-3.12
6725,0.9,0.1,19.22,12.16,816.25,26,9,0,-3.12
6726,0.9,0.1,19.22,12.16,816.25,26,9,0,-3.12
6727,0.9,0.1,19.22,12.16,812.5,26,9,0,-3.12
6728,0.9,0.1,19.22,12.16,812.5,26,9,0,-3.12
6729,0.9,0.1,19.22,12.16,812.5,26,9,0,-3.12
6730,0.9,0.1,19.22,12.16,804.5,26,9,0,-3.12
6731,0.9,0.1,19.22,12.16,804.5,26,9,0,-3.12
6732,0.9,0.1,19.22,12.16,804.5,26,9,0,-3.12
6733,0.9,0.1,19.61,12.16,792.75,26,9,0,-3.12
6734,0.9,0.1,19.61,12.16,792.75,26,9,0,-3.12
6735,0.9,0.1,19.61,12.16,792.75,26,9,0,-3.12
6736,0.9,0.1,19.22,12.16,785,26,10,0,-3.12
6737,0.9,0.1,19.22,12.16,785,26,10,0,-3.12
6738,0.9,0.1,19.22,12.16,785,26,10,0,-3.12
6739,0.9,0.1,19.22,11.76,781.25,26,9,0,-3.12
6740,0.9,0.1,19.22,11.76,781.25,26,9,0,-3.12
6741,0.9,0.1,19.22,11.76,781.25,26,9,0,-3.12
6742,0.9,0.12,19.22,11.76,781.25,26,9,0,-3.12
6743,0.9,0.12,19.22,11.76,781.25,26,9,0,-3.12
6744,0.88,0.12,19.22,11.76,777.25,26,9,0,-3.12
6745,0.88,0.12,19.22,11.76,777.25,26,9,0,-3.12
6746,0.88,0.12,19.22,11.76,777.25,26,9,0,-3.12
6747,0.88,0.12,19.22,11.76,773.25,26,9,0,-3.12
6748,0.88,0.12,19.22,11.76,773.25,26,9,0,-3.12
6749,0.88,0.12,19.22,11.76,773.25,26,9,0,-3.12
6750,0.88,0.12,19.22,11.76,769.5,26,9,0,-3.12
6751,0.88,0.12,19.22,11.76,769.5,26,9,0,-3.12
6752,0.88,0.12,19.22,11.76,769.5,26,9,0,-3.12
6753,0.88,0.12,19.22,11.76,765.5,26,10,0,-3.12
6754,0.88,0.12,19.22,11.76,765.5,26,10,0,-3.12
6755,0.88,0.12,19.22,11.76,765.5,26,10,0,-3.12
6756,0.88,0.12,19.61,15.29,757.75,28,16,0,-3.12
6757,0.88,0.12,19.61,15.29,757.75,28,16,0,-3.12
6758,0.88,0.12,19.61,15.29,753.75,28,16,0,-3.12
6759,0.88,0.12,19.22,15.69,753.75,34,15,0,-3.12
6760,0.88,0.12,19.22,15.69,753.75,34,15,0,-3.12
6761,0.86,0.12,19.22,15.69,785,40,9,0,-3.12
6762,0.86,0.12,19.22,15.69,785,40,9,0,-3.12
6763,0.86,0.12,19.22,15.69,785,40,9,0,-3.12
6764,0.86,0.12,19.22,15.69,832,40,9,0,-3.12
6765,0.86,0.12,19.22,15.69,832,43,0,0,-3.12
6766,0.86,0.12,19.22,15.69,832,43,0,0,-3.12
6767,0.82,0.12,19.22,15.69,863.25,45,7,0,-3.12
6768,0.82,0.12,19.22,15.69,863.25,45,7,0,-3.12
6769,0.82,0.12,19.22,15.69,863.25,45,7,0,-3.12
6770,0.82,0.12,19.22,15.69,820.25,45,7,0,-3.12
6771,0.82,0.12,19.22,15.69,820.25,47,9,0,-3.12
6772,0.82,0.12,19.22,15.69,820.25,47,9,0,-3.12
6773,0.82,0.12,19.22,15.69,828,47,9,0,-3.12
6774,0.82,0.14,19.22,15.69,828,49,8,0,-3.12
6775,0.82,0.14,19.22,15.69,851.5,49,8,0,-3.12
6776,0.8,0.14,19.22,15.69,851.5,50,2,0,-3.12
6777,0.8,0.14,19.22,15.69,851.5,50,2,0,-3.12
6778,0.72,0.14,19.22,15.29,875,50,-1,0,-3.12
6779,0.72,0.14,19.22,15.29,875,50,-1,0,-3.12
6780,0.72,0.14,19.22,15.29,875,50,-1,0,-3.12
6781,0.3,0.14,19.22,15.29,902.25,50,0,0,-3.12
6782,0.3,0.14,19.22,15.29,902.25,50,0,0,-3.12
6783,0.3,0.14,19.22,15.29,902.25,50,0,0,-3.12
6784,0.18,0.14,19.22,15.29,902.25,48,0,0,-3.12
6785,0.18,0.14,19.22,15.29,902.25,48,0,0,-3.12
6786,0.18,0.14,19.22,15.29,902.25,48,0,0,-3.12
6787,0.12,0.14,19.22,14.9,914,47,0,0,-3.12
6788,0.12,0.14,19.22,14.9,914,47,0,0,-3.12
6789,0.12,0.14,19.22,14.9,914,47,0,0,-3.12
6790,0.08,0.14,19.22,14.9,902.25,47,0,0,-3.12
6791,0.08,0.14,19.22,14.9,902.25,46,1,0,-3.12
6792,0.08,0.14,19.22,14.51,894.5,46,1,0,-3.12
6793,0.08,0.14,19.22,14.51,894.5,45,3,0,-3.12
6794,0.08,0.14,19.22,14.51,894.5,45,3,0,-3.12
6795,0.12,0.14,19.22,14.51,886.5,44,5,0,-3.12
6796,0.12,0.14,19.22,14.51,886.5,44,5,0,-3.12
6797,0.12,0.14,19.22,14.51,886.5,44,5,0,-3.12
6798,0.22,0.14,19.22,14.51,871,42,5,0.78,-3.12
6799,0.22,0.14,19.22,14.51,871,42,5,0.78,-3.12
6800,0.22,0.14,19.22,14.51,871,42,5,0.78,-3.12
6801,0.7,0.14,19.61,14.51,867,42,8,0.78,-3.12
6802,0.7,0.14,19.61,14.51,867,42,8,0.78,-3.12
6803,0.7,0.14,19.61,14.51,867,42,8,0.78,-3.12
6804,0.8,0.14,19.22,14.51,859.25,42,8,0.78,-3.12
6805,0.8,0.14,19.22,14.51,859.25,42,8,0.78,-3.12
6806,0.8,0.14,19.22,14.51,859.25,42,8,0.78,-3.12
6807,0.8,0.14,19.22,14.51,851.5,42,9,0.78,-3.12
6808,0.8,0.14,19.22,14.51,851.5,42,9,0.78,-3.12
6809,0.76,0.14,19.22,14.51,843.75,42,9,0,-3.12
6810,0.76,0.14,19.22,14.51,843.75,42,11,0,-3.12
6811,0.76,0.14,19.22,14.51,843.75,42,11,0,-3.12
6812,0.72,0.16,19.22,14.51,835.75,42,11,0,-3.12
6813,0.72,0.16,19.22,14.51,835.75,42,11,0,-3.12
6814,0.72,0.16,19.22,14.51,835.75,42,11,0,-3.12
6815,0.74,0.16,19.22,14.51,828,42,11,0,-3.12
6816,0.74,0.16,19.22,14.51,828,43,13,0,-3.12
6817,0.74,0.16,19.22,14.51,828,43,13,0,-3.12
6818,0.34,0.16,19.22,14.51,820.25,43,13,-0.78,-3.12
6819,0.34,0.16,19.22,14.51,820.25,43,14,-0.78,-3.12
6820,0.34,0.16,19.22,14.51,820.25,43,14,-0.78,-3.12
6821,0.12,0.16,19.22,14.51,812.5,43,14,0,-3.12
6822,0.12,0.16,19.22,14.51,812.5,43,14,0,-3.12
6823,0.12,0.16,19.22,14.51,812.5,43,14,0,-3.12
6824,0.12,0.16,19.22,14.51,816.25,43,14,0,-3.12
6825,0.12,0.16,19.22,14.51,816.25,44,14,0,-3.12
6826,0.12,0.16,19.22,14.51,820.25,44,14,0.78,-3.12
6827,0.12,0.16,19.22,14.51,820.25,44,13,0.78,-3.12
6828,0.12,0.16,19.22,14.51,820.25,44,13,0.78,-3.12
6829,0.5,0.16,19.22,14.51,828,44,13,0.78,-3.12
6830,0.5,0.16,19.22,14.51,828,43,12,0.78,-3.12
6831,0.5,0.16,19.22,14.51,828,43,12,0.78,-3.12
6832,0.78,0.16,19.22,14.51,835.75,43,12,0.78,-3.12
6833,0.78,0.16,19.22,14.51,835.75,43,11,0.78,-3.12
6834,0.78,0.16,19.22,14.51,835.75,43,11,0.78,-3.12
6835,0.78,0.16,19.22,14.51,843.75,43,11,0.78,-3.12
6836,0.78,0.16,19.22,14.51,843.75,43,10,0.78,-3.12
6837,0.78,0.16,19.22,14.51,843.75,43,10,0.78,-3.12
6838,0.76,0.16,19.22,14.51,847.5,43,10,0.78,-3.12
6839,0.76,0.16,19.22,14.51,847.5,42,10,0.78,-3.12
6840,0.76,0.16,19.22,14.51,851.5,42,10,0.78,-3.12
6841,0.78,0.16,19.22,14.51,851.5,42,10,0,-3.12
6842,0.78,0.16,19.22,14.51,851.5,42,9,0,-3.12
6843,0.78,0.16,19.22,14.51,847.5,42,9,0,-3.12
6844,0.78,0.16,19.22,14.51,847.5,42,10,0,-3.12
6845,0.78,0.16,19.22,14.51,847.5,42,10,0,-3.12
6846,0.68,0.16,19.22,14.51,847.5,42,10,0,-3.12
6847,0.68,0.16,19.22,14.51,847.5,42,11,0,-3.12
6848,0.68,0.16,19.22,14.51,847.5,42,11,0,-3.12
6849,0.6,0.16,19.22,14.51,843.75,42,11,0,-3.12
6850,0.6,0.16,19.22,14.51,843.75,42,10,0,-3.12
6851,0.6,0.16,19.22,14.51,843.75,42,10,0,-3.12
6852,0.66,0.16,19.61,14.51,847.5,42,10,0,-3.12
6853,0.66,0.16,19.61,14.51,847.5,42,10,0,-3.12
6854,0.66,0.16,19.61,14.51,847.5,42,10,0,-3.12
6855,0.16,0.16,19.22,14.51,847.5,42,10,0,-3.12
6856,0.16,0.16,19.22,14.51,847.5,42,10,0,-3.12
6857,0.16,0.16,19.22,14.51,847.5,42,9,0,-3.12
6858,0.2,0.16,19.22,14.51,847.5,42,9,0,-3.12
6859,0.2,0.16,19.22,14.51,847.5,42,10,0,-3.12
6860,0.64,0.16,19.22,14.51,851.5,42,10,0,-3.12
6861,0.64,0.16,19.22,14.51,851.5,42,10,0,-3.12
6862,0.64,0.16,19.22,14.51,851.5,42,9,0,-3.12
6863,0.58,0.16,19.22,14.51,855.25,42,9,0,-3.12
6864,0.58,0.16,19.22,14.51,855.25,42,8,0,-3.12
6865,0.58,0.16,19.22,14.51,855.25,42,8,0,-3.12
6866,0.58,0.16,19.22,14.51,859.25,42,8,0.78,-3.12
6867,0.58,0.16,19.22,14.51,859.25,42,8,0.78,-3.12
6868,0.58,0.16,19.22,14.51,859.25,42,9,0.78,-3.12
6869,0.64,0.16,19.22,14.51,855.25,42,9,0.78,-3.12
6870,0.64,0.16,19.22,14.51,855.25,42,9,0.78,-3.12
6871,0.64,0.16,19.22,14.51,855.25,41,8,0.78,-3.12
6872,0.72,0.16,19.22,14.51,855.25,41,8,0.78,-3.12
6873,0.72,0.16,19.22,14.51,855.25,41,9,0.78,-3.12
6874,0.72,0.16,19.61,14.51,859.25,41,9,0.78,-3.12
6875,0.38,0.16,19.61,14.51,859.25,41,9,0.78,-3.12
6876,0.38,0.16,19.61,14.51,859.25,41,8,0.78,-3.12
6877,0.46,0.18,19.61,14.51,859.25,41,8,0,-3.12
6878,0.46,0.18,19.61,14.51,859.25,41,8,0,-3.12
6879,0.46,0.18,19.61,14.51,859.25,41,8,0,-3.12
6880,0.66,0.18,19.22,14.51,859.25,41,9,0,-3.12
6881,0.66,0.18,19.22,14.51,859.25,41,9,0,-3.12
6882,0.66,0.18,19.22,14.51,859.25,41,9,0,-3.12
6883,0.2,0.18,19.22,14.51,855.25,41,9,0,-3.12
6884,0.2,0.18,19.22,14.51,855.25,41,9,0,-3.12
6885,0.2,0.18,19.22,14.51,855.25,41,9,0,-3.12
6886,0.14,0.18,19.22,14.51,855.25,41,10,0.78,-3.12
6887,0.14,0.18,19.22,14.51,855.25,41,10,0.78,-3.12
6888,0.14,0.18,19.22,14.51,855.25,41,10,0.78,-3.12
6889,0.22,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6890,0.22,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6891,0.2,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6892,0.2,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6893,0.2,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6894,0.14,0.18,19.22,14.51,851.5,41,9,0.78,-3.12
6895,0.14,0.18,19.22,14.51,851.5,41,9,0.78,-3.12
6896,0.14,0.18,19.22,14.51,851.5,41,9,0.78,-3.12
6897,0.34,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6898,0.34,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6899,0.34,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6900,0.68,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6901,0.68,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6902,0.68,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6903,0.46,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6904,0.46,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6905,0.46,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6906,0.2,0.18,19.22,14.51,851.5,41,10,1.56,-3.12
6907,0.2,0.18,19.22,14.51,851.5,41,10,1.56,-3.12
6908,0.58,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6909,0.58,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6910,0.58,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6911,0.74,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6912,0.74,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6913,0.74,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6914,0.72,0.18,19.61,14.51,851.5,41,9,1.56,-3.12
6915,0.72,0.18,19.61,14.51,851.5,41,9,1.56,-3.12
6916,0.72,0.18,19.61,14.51,851.5,41,9,1.56,-3.12
6917,0.68,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6918,0.68,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6919,0.68,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6920,0.74,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6921,0.74,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6922,0.68,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6923,0.68,0.18,19.22,14.51,847.5,41,9,1.56,-3.12
6924,0.68,0.18,19.22,14.51,847.5,41,9,1.56,-3.12
6925,0.58,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6926,0.58,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6927,0.58,0.18,19.22,14.51,847.5,41,10,1.56,-3.12
6928,0.7,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6929,0.7,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6930,0.7,0.18,19.22,14.51,851.5,41,9,1.56,-3.12
6931,0.72,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6932,0.72,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6933,0.72,0.18,19.22,14.51,847.5,41,9,0.78,-3.12
6934,0.64,0.18,19.22,14.51,851.5,41,9,0.78,-3.12
6935,0.64,0.18,19.22,14.51,851.5,41,9,0.78,-3.12
6936,0.64,0.18,19.22,14.51,851.5,41,9,0.78,-3.12
6937,0.72,0.2,19.22,14.51,851.5,41,9,0.78,-3.12
6938,0.72,0.2,19.22,14.51,851.5,41,9,0.78,-3.12
6939,0.74,0.2,19.22,14.51,851.5,41,9,0.78,-3.12
6940,0.74,0.2,19.22,14.51,851.5,41,9,0.78,-3.12
6941,0.74,0.2,19.22,14.51,851.5,41,9,0.78,-3.12
6942,0.64,0.2,19.22,14.51,851.5,41,9,0.78,-3.12
6943,0.64,0.2,19.22,14.51,851.5,41,10,0.78,-3.12
6944,0.64,0.2,19.22,14.51,851.5,41,10,0.78,-3.12
6945,0.56,0.2,19.61,14.51,847.5,41,10,0.78,-3.12
6946,0.56,0.2,19.61,14.51,847.5,41,10,0.78,-3.12
6947,0.56,0.2,19.61,14.51,847.5,41,10,0.78,-3.12
6948,0.7,0.2,19.22,14.51,851.5,41,9,0,-3.12
6949,0.7,0.2,19.22,14.51,851.5,41,9,0,-3.12
6950,0.7,0.2,19.22,14.51,851.5,41,9,0,-3.12
6951,0.7,0.2,19.22,14.51,851.5,41,9,0,-3.12
6952,0.7,0.2,19.22,14.51,851.5,41,9,0,-3.12
6953,0.6,0.2,19.22,14.51,855.25,41,9,0,-3.12
6954,0.6,0.2,19.22,14.51,855.25,41,9,0,-3.12
6955,0.6,0.2,19.22,14.51,855.25,41,9,0,-3.12
6956,0.7,0.2,19.22,14.51,855.25,41,9,0,-3.12
6957,0.7,0.2,19.22,14.51,855.25,41,9,0,-3.12
6958,0.7,0.2,19.22,14.51,855.25,41,9,0,-3.12
6959,0.76,0.2,19.22,14.51,855.25,41,8,0,-3.12
6960,0.76,0.2,19.22,14.51,855.25,41,8,0,-3.12
6961,0.76,0.2,19.22,14.51,855.25,41,8,0,-3.12
6962,0.74,0.2,19.22,14.51,859.25,41,8,0,-3.12
6963,0.74,0.2,19.22,14.51,859.25,41,8,0,-3.12
6964,0.74,0.2,19.22,14.51,859.25,41,8,0,-3.12
6965,0.66,0.2,19.22,14.51,859.25,41,8,-0.78,-3.12
6966,0.66,0.2,19.22,14.51,859.25,41,8,-0.78,-3.12
6967,0.66,0.2,19.22,14.51,859.25,41,8,-0.78,-3.12
6968,0.74,0.2,19.22,14.51,867,41,8,-0.78,-3.12
6969,0.74,0.2,19.22,14.51,867,41,8,-0.78,-3.12
6970,0.58,0.2,19.22,14.51,859.25,41,8,-0.78,-3.12
6971,0.58,0.2,19.22,14.51,859.25,41,8,-0.78,-3.12
6972,0.58,0.2,19.22,14.51,859.25,41,8,-0.78,-3.12
6973,0.32,0.2,19.61,14.51,855.25,41,8,0,-3.12
6974,0.32,0.2,19.61,14.51,855.25,41,9,0,-3.12
6975,0.56,0.22,19.61,14.51,847.5,41,9,0,-3.12
6976,0.38,0.2,19.22,14.51,851.5,41,9,0,-3.12
6977,0.38,0.2,19.22,14.51,851.5,41,9,0,-3.12
6978,0.18,0.22,19.22,14.51,855.25,41,9,0,-3.12
6979,0.66,0.22,19.22,14.51,855.25,41,9,0,-3.12
6980,0.66,0.22,19.22,14.51,855.25,41,9,0,-3.12
6981,0.78,0.22,19.22,14.51,855.25,41,9,0,-3.12
6982,0.78,0.22,19.22,14.51,859.25,41,9,0,-3.12
6983,0.78,0.22,19.22,14.51,859.25,41,8,0,-3.12
6984,0.72,0.22,19.22,14.51,859.25,41,8,0,-3.12
6985,0.72,0.22,19.22,14.51,859.25,41,8,0,-3.12
6986,0.7,0.22,19.61,14.51,859.25,41,8,0,-3.12
6987,0.7,0.22,19.61,14.51,859.25,41,8,0,-3.12
6988,0.72,0.22,19.22,14.51,855.25,41,9,0,-3.12
6989,0.32,0.22,19.22,14.51,855.25,41,9,0,-3.12
6990,0.32,0.22,19.22,14.51,855.25,41,9,0,-3.12
6991,0.36,0.22,19.22,14.51,855.25,41,9,0,-3.12
6992,0.36,0.22,19.22,14.51,855.25,41,9,0,-3.12
6993,0.6,0.22,19.22,14.51,855.25,41,9,0,-3.12
6994,0.6,0.22,19.22,14.51,855.25,41,9,0,-3.12
6995,0.24,0.22,19.22,14.51,851.5,41,9,0,-3.12
6996,0.24,0.22,19.22,14.51,851.5,41,9,0,-3.12
6997,0.24,0.22,19.22,14.51,851.5,41,9,0,-3.12
6998,0.3,0.24,19.61,14.51,855.25,41,9,0,-3.12
6999,0.3,0.24,19.61,14.51,855.25,41,9,0,-3.12
7000,0.3,0.24,19.61,14.51,855.25,41,9,0,-3.12
7001,0.6,0.24,19.22,14.51,847.5,41,10,0.78,-3.12
7002,0.6,0.24,19.22,14.51,847.5,41,10,0.78,-3.12
7003,0.6,0.24,19.22,14.51,847.5,41,10,0.78,-3.12
7004,0.66,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7005,0.66,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7006,0.68,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7007,0.68,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7008,0.68,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7009,0.74,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7010,0.74,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7011,0.74,0.24,19.22,14.51,843.75,41,11,0.78,-3.12
7012,0.78,0.24,19.22,14.51,847.5,41,10,0.78,-3.12
7013,0.78,0.24,19.22,14.51,847.5,41,10,0.78,-3.12
7014,0.78,0.24,19.22,14.51,847.5,41,10,0.78,-3.12
7015,0.78,0.24,19.22,14.51,847.5,41,9,0.78,-3.12
7016,0.78,0.24,19.22,14.51,847.5,41,9,0.78,-3.12
7017,0.78,0.24,19.22,14.51,847.5,41,9,0.78,-3.12
7018,0.72,0.24,19.22,14.51,851.5,41,10,0,-3.12
7019,0.72,0.24,19.22,14.51,851.5,41,10,0,-3.12
7020,0.72,0.24,19.22,14.51,851.5,41,10,0,-3.12
7021,0.74,0.26,19.22,14.51,847.5,41,10,0,-3.12
7022,0.74,0.26,19.22,14.51,847.5,41,10,0,-3.12
7023,0.76,0.26,19.61,14.51,847.5,41,10,0,-3.12
7024,0.48,0.26,19.22,14.51,847.5,41,10,0,-3.12
7025,0.48,0.26,19.22,14.51,847.5,41,10,0,-3.12
7026,0.52,0.26,19.61,14.51,843.75,41,11,-0.78,-3.12
7027,0.52,0.26,19.61,14.51,843.75,41,11,-0.78,-3.12
7028,0.68,0.26,19.22,14.51,843.75,41,11,-0.78,-3.12
7029,0.24,0.26,19.61,14.51,847.5,41,10,0,-3.12
7030,0.24,0.26,19.61,14.51,847.5,41,10,0,-3.12
7031,0.22,0.28,19.22,14.51,843.75,41,10,0,-3.12
7032,0.22,0.28,19.22,14.51,843.75,41,10,0,-3.12
7033,0.44,0.28,19.22,14.51,851.5,41,9,0,-3.12
7034,0.44,0.28,19.22,14.51,851.5,41,9,0,-3.12
7035,0.72,0.28,19.22,14.51,851.5,41,9,0,-3.12
7036,0.68,0.28,19.22,14.51,855.25,41,9,0,-3.12
7037,0.68,0.28,19.22,14.51,855.25,41,9,0,-3.12
7038,0.72,0.28,19.22,14.51,851.5,41,9,0,-3.12
7039,0.72,0.28,19.22,14.51,851.5,41,9,0,-3.12
7040,0.76,0.28,19.22,14.51,851.5,41,9,0,-3.12
7041,0.72,0.28,19.22,14.51,855.25,41,9,0,-3.12
7042,0.72,0.28,19.22,14.51,855.25,41,9,0,-3.12
7043,0.64,0.28,19.22,14.51,847.5,41,9,-0.78,-3.12
7044,0.64,0.3,19.22,14.51,847.5,41,10,-0.78,-3.12
7045,0.72,0.3,19.22,14.51,851.5,41,10,-0.78,-3.12
7046,0.72,0.3,19.22,14.51,847.5,41,10,-0.78,-3.12
7047,0.46,0.3,19.22,14.51,847.5,41,10,0,-3.12
7048,0.34,0.32,19.22,14.51,847.5,41,10,0,-3.12
7049,0.34,0.32,19.22,14.51,847.5,41,11,0,-3.12
7050,0.26,0.34,19.22,14.51,843.75,41,11,0,-3.12
7051,0.26,0.34,19.22,14.51,843.75,41,11,0,-3.12
7052,0.14,0.36,19.22,14.51,843.75,41,11,0,-3.12
7053,0.16,0.36,19.22,14.51,847.5,41,11,0,-3.12
7054,0.16,0.38,19.22,14.51,847.5,41,9,0,-3.12
7055,0.68,0.4,19.22,14.51,851.5,41,9,0.78,-3.12
7056,0.68,0.4,19.22,14.51,851.5,41,9,0.78,-3.12
7057,0.76,0.4,19.22,14.51,851.5,41,9,0.78,-3.12
7058,0.76,0.4,19.22,14.51,851.5,41,9,0.78,-3.12
7059,0.74,0.44,19.61,14.51,851.5,41,9,0.78,-3.12
7060,0.74,0.44,19.61,14.51,851.5,41,9,0.78,-3.12
7061,0.66,0.48,19.61,14.51,851.5,41,9,0,-3.12
7062,0.74,0.52,19.22,14.51,855.25,41,9,0,-3.12
7063,0.74,0.52,19.22,14.51,855.25,41,9,0,-3.12
7064,0.7,0.58,19.22,14.51,851.5,41,9,0,-3.12
7065,0.7,0.58,19.22,14.51,851.5,41,9,0,-3.12
7066,0.32,0.58,19.22,14.51,855.25,41,9,0,-3.12
7067,0.32,0.62,19.22,14.51,855.25,41,9,0,-3.12
7068,0.32,0.62,19.22,14.51,851.5,41,9,0,-3.12
7069,0.32,0.66,19.22,14.51,851.5,41,10,0,-3.12
7070,0.16,0.66,19.61,14.51,851.5,41,10,0.78,-3.12
7071,0.16,0.66,19.61,14.51,851.5,41,9,0.78,-3.12
7072,0.16,0.66,19.61,14.51,851.5,41,9,0.78,-3.12
7073,0.12,0.66,19.22,14.51,851.5,41,9,0.78,-3.12
7074,0.12,0.66,19.22,14.51,851.5,41,9,0.78,-3.12
7075,0.12,0.66,19.22,14.51,851.5,41,9,0.78,-3.12
7076,0.14,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7077,0.14,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7078,0.14,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7079,0.68,0.68,19.22,14.51,855.25,41,9,0.78,-3.12
7080,0.68,0.68,19.22,14.51,855.25,41,9,0.78,-3.12
7081,0.68,0.68,19.22,14.51,855.25,41,9,0.78,-3.12
7082,0.68,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7083,0.68,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7084,0.68,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7085,0.68,0.68,19.22,14.51,855.25,41,9,0.78,-3.12
7086,0.68,0.68,19.22,14.51,855.25,41,9,0.78,-3.12
7087,0.7,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7088,0.7,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7089,0.7,0.68,19.22,14.51,851.5,41,9,0.78,-3.12
7090,0.72,0.68,19.61,14.51,855.25,41,9,0.78,-3.12
7091,0.72,0.68,19.61,14.51,855.25,41,9,0.78,-3.12
7092,0.72,0.68,19.61,14.51,855.25,41,9,0.78,-3.12
7093,0.38,0.7,19.22,14.51,855.25,41,9,0.78,-3.12
7094,0.38,0.7,19.22,14.51,855.25,41,9,0.78,-3.12
7095,0.38,0.7,19.22,14.51,855.25,41,9,0.78,-3.12
7096,0.32,0.7,19.61,14.51,851.5,41,9,0.78,-3.12
7097,0.32,0.7,19.61,14.51,851.5,41,9,0.78,-3.12
7098,0.32,0.7,19.61,14.51,851.5,41,9,0.78,-3.12
7099,0.36,0.7,19.22,14.51,855.25,41,10,0.78,-3.12
7100,0.36,0.7,19.22,14.51,855.25,41,10,0.78,-3.12
7101,0.36,0.7,19.22,14.51,847.5,41,10,0.78,-3.12
7102,0.14,0.7,19.22,14.51,847.5,41,10,0.78,-3.12
7103,0.14,0.7,19.22,14.51,847.5,41,10,0.78,-3.12
7104,0.1,0.7,19.22,14.51,847.5,41,10,0.78,-3.12
7105,0.1,0.7,19.22,14.51,847.5,41,10,0.78,-3.12
7106,0.1,0.7,19.22,14.51,847.5,41,10,0.78,-3.12
7107,0.18,0.7,19.22,14.51,851.5,41,9,0.78,-3.12
7108,0.18,0.7,19.22,14.51,851.5,41,9,0.78,-3.12
7109,0.18,0.7,19.22,14.51,851.5,41,9,0.78,-3.12
7110,0.24,0.7,19.22,14.12,851.5,41,9,0.78,-3.12
7111,0.24,0.7,19.22,14.12,851.5,41,9,0.78,-3.12
7112,0.24,0.7,19.22,14.12,851.5,41,9,0.78,-3.12
7113,0.16,0.7,19.22,14.51,855.25,41,9,1.56,-3.12
7114,0.16,0.72,19.22,14.51,855.25,41,9,1.56,-3.12
7115,0.16,0.72,19.22,14.51,855.25,41,9,1.56,-3.12
7116,0.34,0.72,19.22,14.12,851.5,41,9,1.56,-3.12
7117,0.34,0.72,19.22,14.12,851.5,41,9,1.56,-3.12
7118,0.68,0.72,19.22,14.51,851.5,41,9,0.78,-3.12
7119,0.68,0.72,19.22,14.51,851.5,41,9,0.78,-3.12
7120,0.68,0.72,19.22,14.51,851.5,41,9,0.78,-3.12
7121,0.72,0.72,19.61,14.51,851.5,41,9,0.78,-3.12
7122,0.72,0.72,19.61,14.51,851.5,41,9,0.78,-3.12
